mouse_strain;experiment_ID;sample_type;timepoint;mouse_ID;treatment;frequency_live_bacteria_%;experimental_day;counts_live_bacteria_per_wet_g;mouse_age_days;mouse_sex
NOD;AG6-222;fecal;washout_day1;ABX300;placebo;45.94;1;1.99E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX300;placebo;45.94;1;1.55E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX300;placebo;45.94;1;1.50E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX301;ABX;64.6;1;4.03E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX301;ABX;64.6;1;7.53E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX301;ABX;64.6;1;1.18E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX302;placebo;25.61;1;1.57E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX302;placebo;25.61;1;5.99E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX302;placebo;25.61;1;1.25E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX303;ABX;89.78;1;8.48E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX303;ABX;89.78;1;5.00E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX303;ABX;89.78;1;9.24E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX304;placebo;56.92;1;5.15E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX304;placebo;56.92;1;2.42E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX304;placebo;56.92;1;8.55E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX305;ABX;31.17;1;2.69E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX305;ABX;31.17;1;1.21E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX305;ABX;31.17;1;1.40E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX306;placebo;48.2;1;1.58E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX306;placebo;48.2;1;1.23E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX306;placebo;48.2;1;5.44E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX307;ABX;30.77;1;1.31E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX307;ABX;30.77;1;1.18E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX307;ABX;30.77;1;1.76E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX308;placebo;38.92;1;2.39E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX308;placebo;38.92;1;3.35E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX308;placebo;38.92;1;3.07E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX309;ABX;69.99;1;1.33E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX309;ABX;69.99;1;3.46E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX309;ABX;69.99;1;3.35E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX310;placebo;99.74;1;7.46E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX310;placebo;99.74;1;4.95E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX310;placebo;99.74;1;2.40E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX311;ABX;34.32;1;2.16E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX311;ABX;34.32;1;2.00E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX311;ABX;34.32;1;9.68E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX312;placebo;33.85;1;1.18E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX312;placebo;33.85;1;8.93E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX312;placebo;33.85;1;1.54E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX313;ABX;36.34;1;1.86E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX313;ABX;36.34;1;1.97E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX313;ABX;36.34;1;7.83E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX314;placebo;29.04;1;1.73E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX314;placebo;29.04;1;3.68E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX314;placebo;29.04;1;6.46E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX315;ABX;39.55;1;2.41E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX315;ABX;39.55;1;1.21E+01;22;female
NOD;AG6-222;cecal;washout_day1;ABX315;ABX;39.55;1;2.06E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX316;placebo;13.39;1;2.97E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX316;placebo;13.39;1;4.19E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX316;placebo;13.39;1;4.34E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX317;ABX;35.43;1;7.97E+03;22;female
NOD;AG6-222;ileal;washout_day1;ABX317;ABX;35.43;1;1.13E+01;22;female
NOD;AG6-222;cecal;washout_day1;ABX317;ABX;35.43;1;6.85E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX318;placebo;98.35;1;4.11E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX318;placebo;98.35;1;1.17E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX318;placebo;98.35;1;3.22E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX319;ABX;58.43;1;7.31E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX319;ABX;58.43;1;4.10E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX319;ABX;58.43;1;7.48E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX320;placebo;7.15;1;9.89E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX320;placebo;7.15;1;2.38E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX320;placebo;7.15;1;3.15E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX321;ABX;79.15;1;1.89E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX321;ABX;79.15;1;3.88E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX321;ABX;79.15;1;6.59E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX322;placebo;60.1;1;2.77E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX322;placebo;60.1;1;1.52E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX322;placebo;60.1;1;5.03E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX323;ABX;69.01;1;5.23E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX323;ABX;69.01;1;4.06E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX323;ABX;69.01;1;4.98E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX324;placebo;45.59;1;8.87E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX324;placebo;45.59;1;2.66E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX324;placebo;45.59;1;5.73E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX325;ABX;70.82;1;8.13E+03;22;female
NOD;AG6-222;ileal;washout_day1;ABX325;ABX;70.82;1;1.68E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX325;ABX;70.82;1;8.11E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX326;placebo;5.39;1;3.38E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX326;placebo;5.39;1;2.74E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX326;placebo;5.39;1;6.39E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX327;ABX;11.07;1;3.49E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX327;ABX;11.07;1;2.59E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX327;ABX;11.07;1;8.32E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX328;placebo;89.95;1;4.75E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX328;placebo;89.95;1;2.36E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX328;placebo;89.95;1;4.16E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX329;ABX;60.31;1;8.33E+03;22;female
NOD;AG6-222;ileal;washout_day1;ABX329;ABX;60.31;1;3.04E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX329;ABX;60.31;1;3.68E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX330;placebo;25.0;1;9.27E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX330;placebo;25.0;1;1.19E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX330;placebo;25.0;1;1.28E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX331;ABX;20.38;1;1.76E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX331;ABX;20.38;1;1.47E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX331;ABX;20.38;1;1.75E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX332;placebo;3.13;1;5.03E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX332;placebo;3.13;1;4.42E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX332;placebo;3.13;1;1.06E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX333;ABX;26.87;1;5.42E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX333;ABX;26.87;1;3.71E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX333;ABX;26.87;1;1.07E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX334;placebo;19.12;1;7.90E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX334;placebo;19.12;1;5.48E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX334;placebo;19.12;1;1.07E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX335;ABX;85.07;1;1.09E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX335;ABX;85.07;1;3.89E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX335;ABX;85.07;1;7.06E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX336;placebo;10.33;1;6.44E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX336;placebo;10.33;1;7.64E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX336;placebo;10.33;1;6.70E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX337;ABX;12.38;1;2.03E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX337;ABX;12.38;1;1.51E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX337;ABX;12.38;1;6.93E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX338;placebo;6.71;1;1.06E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX338;placebo;6.71;1;2.57E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX338;placebo;6.71;1;6.17E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX339;ABX;87.55;1;5.68E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX339;ABX;87.55;1;1.66E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX339;ABX;87.55;1;1.57E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX340;placebo;93.46;1;2.93E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX340;placebo;93.46;1;6.74E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX340;placebo;93.46;1;2.00E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX341;ABX;46.34;1;7.91E+03;22;female
NOD;AG6-222;ileal;washout_day1;ABX341;ABX;46.34;1;1.23E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX341;ABX;46.34;1;5.08E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX342;placebo;44.05;1;1.46E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX342;placebo;44.05;1;7.75E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX342;placebo;44.05;1;1.68E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX343;ABX;55.02;1;2.55E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX343;ABX;55.02;1;2.48E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX343;ABX;55.02;1;1.64E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX344;placebo;82.69;1;4.34E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX344;placebo;82.69;1;3.10E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX344;placebo;82.69;1;1.09E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX345;ABX;64.37;1;1.44E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX345;ABX;64.37;1;2.02E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX345;ABX;64.37;1;5.41E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX346;placebo;14.02;1;4.24E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX346;placebo;14.02;1;3.16E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX346;placebo;14.02;1;9.11E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX347;ABX;23.67;1;3.41E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX347;ABX;23.67;1;2.92E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX347;ABX;23.67;1;1.23E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX348;placebo;18.61;1;4.01E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX348;placebo;18.61;1;2.13E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX348;placebo;18.61;1;2.24E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX349;ABX;89.53;1;2.74E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX349;ABX;89.53;1;5.73E-01;22;female
NOD;AG6-222;cecal;washout_day1;ABX349;ABX;89.53;1;1.71E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX350;placebo;70.65;1;1.29E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX350;placebo;70.65;1;2.54E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX350;placebo;70.65;1;4.87E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX351;ABX;86.28;1;2.26E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX351;ABX;86.28;1;2.95E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX351;ABX;86.28;1;1.13E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX352;placebo;46.84;1;3.16E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX352;placebo;46.84;1;3.96E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX352;placebo;46.84;1;5.99E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX353;ABX;46.66;1;1.95E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX353;ABX;46.66;1;4.81E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX353;ABX;46.66;1;1.36E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX354;placebo;36.08;1;1.03E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX354;placebo;36.08;1;1.32E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX354;placebo;36.08;1;2.31E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX355;ABX;62.62;1;7.41E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX355;ABX;62.62;1;1.72E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX355;ABX;62.62;1;8.13E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX356;placebo;51.25;1;2.34E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX356;placebo;51.25;1;2.77E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX356;placebo;51.25;1;1.89E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX357;ABX;28.38;1;6.11E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX357;ABX;28.38;1;3.04E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX357;ABX;28.38;1;5.55E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX358;placebo;42.56;1;3.11E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX358;placebo;42.56;1;1.03E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX358;placebo;42.56;1;1.27E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX359;ABX;88.17;1;2.22E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX359;ABX;88.17;1;1.73E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX359;ABX;88.17;1;2.59E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX360;placebo;71.42;1;1.55E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX360;placebo;71.42;1;1.50E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX360;placebo;71.42;1;6.61E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX361;ABX;35.85;1;1.77E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX361;ABX;35.85;1;2.11E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX361;ABX;35.85;1;8.72E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX362;placebo;77.84;1;6.35E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX362;placebo;77.84;1;3.88E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX362;placebo;77.84;1;7.15E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX363;ABX;84.63;1;6.26E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX363;ABX;84.63;1;2.14E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX363;ABX;84.63;1;1.61E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX364;placebo;77.49;1;4.39E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX364;placebo;77.49;1;5.60E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX364;placebo;77.49;1;1.02E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX365;ABX;45.42;1;4.44E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX365;ABX;45.42;1;3.50E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX365;ABX;45.42;1;6.52E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX366;placebo;73.24;1;3.11E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX366;placebo;73.24;1;4.73E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX366;placebo;73.24;1;3.82E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX367;ABX;34.25;1;7.45E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX367;ABX;34.25;1;3.33E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX367;ABX;34.25;1;4.79E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX368;placebo;54.15;1;1.12E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX368;placebo;54.15;1;4.31E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX368;placebo;54.15;1;4.45E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX369;ABX;33.12;1;1.96E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX369;ABX;33.12;1;8.66E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX369;ABX;33.12;1;1.33E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX370;placebo;52.34;1;9.19E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX370;placebo;52.34;1;1.13E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX370;placebo;52.34;1;7.32E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX371;ABX;47.17;1;1.06E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX371;ABX;47.17;1;1.96E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX371;ABX;47.17;1;3.22E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX372;placebo;89.91;1;1.10E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX372;placebo;89.91;1;1.91E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX372;placebo;89.91;1;6.44E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX373;ABX;6.94;1;6.29E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX373;ABX;6.94;1;2.06E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX373;ABX;6.94;1;1.07E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX374;placebo;74.86;1;3.68E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX374;placebo;74.86;1;1.06E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX374;placebo;74.86;1;8.65E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX375;ABX;26.53;1;2.14E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX375;ABX;26.53;1;1.22E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX375;ABX;26.53;1;7.01E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX376;placebo;43.51;1;8.23E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX376;placebo;43.51;1;2.60E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX376;placebo;43.51;1;2.24E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX377;ABX;44.49;1;1.26E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX377;ABX;44.49;1;4.57E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX377;ABX;44.49;1;3.14E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX378;placebo;83.06;1;1.06E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX378;placebo;83.06;1;3.21E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX378;placebo;83.06;1;2.08E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX379;ABX;23.47;1;1.26E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX379;ABX;23.47;1;8.19E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX379;ABX;23.47;1;8.98E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX380;placebo;33.37;1;1.07E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX380;placebo;33.37;1;3.59E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX380;placebo;33.37;1;1.46E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX381;ABX;41.94;1;1.66E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX381;ABX;41.94;1;2.63E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX381;ABX;41.94;1;3.46E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX382;placebo;96.62;1;1.70E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX382;placebo;96.62;1;3.43E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX382;placebo;96.62;1;1.60E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX383;ABX;21.34;1;1.17E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX383;ABX;21.34;1;1.39E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX383;ABX;21.34;1;9.33E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX384;placebo;71.06;1;4.43E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX384;placebo;71.06;1;1.94E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX384;placebo;71.06;1;9.09E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX385;ABX;85.24;1;3.10E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX385;ABX;85.24;1;9.61E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX385;ABX;85.24;1;1.29E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX386;placebo;38.27;1;9.48E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX386;placebo;38.27;1;3.07E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX386;placebo;38.27;1;1.03E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX387;ABX;70.96;1;4.71E+03;22;female
NOD;AG6-222;ileal;washout_day1;ABX387;ABX;70.96;1;1.94E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX387;ABX;70.96;1;1.28E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX388;placebo;57.87;1;2.74E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX388;placebo;57.87;1;7.16E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX388;placebo;57.87;1;1.31E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX389;ABX;80.41;1;2.69E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX389;ABX;80.41;1;5.03E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX389;ABX;80.41;1;1.11E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX390;placebo;64.2;1;2.65E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX390;placebo;64.2;1;2.04E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX390;placebo;64.2;1;9.10E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX391;ABX;96.05;1;9.45E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX391;ABX;96.05;1;6.52E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX391;ABX;96.05;1;1.79E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX392;placebo;36.39;1;7.81E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX392;placebo;36.39;1;2.18E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX392;placebo;36.39;1;4.52E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX393;ABX;91.42;1;1.83E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX393;ABX;91.42;1;7.91E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX393;ABX;91.42;1;8.91E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX394;placebo;20.82;1;2.57E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX394;placebo;20.82;1;5.92E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX394;placebo;20.82;1;3.69E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX395;ABX;8.22;1;7.84E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX395;ABX;8.22;1;6.88E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX395;ABX;8.22;1;8.55E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX396;placebo;71.85;1;5.58E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX396;placebo;71.85;1;5.97E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX396;placebo;71.85;1;6.76E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX397;ABX;75.24;1;4.09E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX397;ABX;75.24;1;7.39E-01;22;female
NOD;AG6-222;cecal;washout_day1;ABX397;ABX;75.24;1;5.69E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX398;placebo;95.04;1;3.62E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX398;placebo;95.04;1;2.25E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX398;placebo;95.04;1;9.23E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX399;ABX;20.55;1;6.88E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX399;ABX;20.55;1;1.94E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX399;ABX;20.55;1;1.25E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX400;placebo;76.17;1;2.64E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX400;placebo;76.17;1;6.63E-01;22;female
